#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1676378932        112.679000        112.679000        12.338900         12.338900         0.000000          34.500100         12.338900        
1676378959        112.679000        112.679000        12.407400         12.407400         0.000000          34.228100         12.407400        
1676378982        112.679000        112.679000        12.473300         12.473300         0.000000          34.009600         12.473300        
1676379012        112.679000        112.679000        12.515000         12.515000         0.000000          33.876700         12.515000        
1676379034        112.741000        112.741000        12.627700         12.627700         0.000000          33.717700         12.627700        
1676379062        112.741000        112.741000        12.668800         12.668800         0.000000          33.645200         12.668800        
1676379090        112.741000        112.741000        12.694400         12.694400         0.000000          33.529100         12.694400        
1676379116        112.741000        112.741000        12.734500         12.734500         0.000000          33.467600         12.734500        
1676379142        112.741000        112.741000        12.796200         12.796200         0.000000          33.363000         12.796200        
1676379166        112.804000        112.804000        12.858600         12.858600         0.000000          33.205000         12.858600        
1676379195        112.804000        112.804000        12.890600         12.890600         0.000000          33.093000         12.890600        
1676379224        112.804000        112.804000        12.903900         12.903900         0.000000          32.983400         12.903900        
1676379251        112.866000        112.866000        12.929100         12.929100         0.000000          32.822700         12.929100        
1676379281        112.866000        112.866000        12.954800         12.954800         0.000000          32.664500         12.954800        
1676379309        112.866000        112.866000        12.954800         12.917700         0.000000          32.624700         12.954800        
1676379334        112.929000        112.929000        12.972500         12.972500         0.000000          32.498700         12.972500        
1676379362        112.929000        112.929000        13.003100         13.003100         0.000000          32.398100         13.003100        
1676379383        112.929000        112.929000        13.012500         13.012500         0.000000          32.348700         13.012500        
1676379407        112.929000        112.929000        13.012500         12.999400         0.000000          32.249500         13.012500        
1676379433        112.929000        112.929000        13.012500         13.009700         0.000000          32.115400         13.012500        
1676379460        113.054000        113.054000        13.040700         13.040700         0.000000          31.910500         13.040700        
1676379487        113.054000        113.054000        13.069700         13.069700         0.000000          31.795100         13.069700        
1676379514        113.054000        113.054000        13.069700         13.061300         0.000000          31.735800         13.069700        
1676379539        113.054000        113.054000        13.069700         13.063800         0.000000          31.605000         13.069700        
1676379563        113.054000        113.054000        13.069700         13.065700         0.000000          31.421700         13.069700        
1676379589        113.116000        113.116000        13.100400         13.100400         0.000000          31.209600         13.100400        
1676379619        113.116000        113.116000        13.113600         13.113600         0.000000          31.047600         13.113600        
1676379645        113.116000        113.116000        13.145900         13.145900         0.000000          30.930700         13.145900        
1676379675        113.116000        113.116000        13.182000         13.182000         0.000000          30.766200         13.182000        
1676379706        113.116000        113.116000        13.213200         13.213200         0.000000          30.719200         13.213200        
1676379732        113.116000        113.116000        13.221800         13.221800         0.000000          30.709400         13.221800        
1676379761        113.116000        113.116000        13.231300         13.231300         0.000000          30.593600         13.231300        
1676379784        113.116000        113.116000        13.233200         13.233200         0.000000          30.453300         13.233200        
1676379811        113.116000        113.116000        13.233200         13.219000         0.000000          30.340700         13.233200        
1676379835        113.116000        113.116000        13.233200         13.228100         0.000000          30.297900         13.233200        
1676379859        113.116000        113.116000        13.240300         13.240300         0.000000          30.236600         13.240300        
1676379885        113.116000        113.116000        13.240300         13.231800         0.000000          30.158600         13.240300        
1676379915        113.116000        113.116000        13.244200         13.244200         0.000000          29.985400         13.244200        
1676379947        113.179000        113.179000        13.244200         13.221500         0.000000          29.865700         13.244200        
1676379972        113.241000        113.241000        13.274700         13.274700         0.000000          29.770600         13.274700        
1676379995        113.241000        113.179000        13.274700         13.240000         0.000000          29.718300         13.274700        
1676380016        113.241000        113.179000        13.274700         13.242600         0.000000          29.667400         13.274700        
1676380037        113.241000        113.179000        13.274700         13.259700         0.000000          29.562700         13.274700        
1676380066        113.241000        113.241000        13.274700         13.267300         0.000000          29.401500         13.274700        
1676380093        113.241000        113.241000        13.274700         13.273800         0.000000          29.239800         13.274700        
1676380119        113.241000        113.241000        13.287000         13.287000         0.000000          29.170900         13.287000        
1676380147        113.241000        113.241000        13.293100         13.293100         0.000000          29.150500         13.293100        
